JobTitle,Company,Location,Experience,Degree,Summary,Salary,JobUrl,PostDate,ExtractDate
Python 後端工程師(總公司),景宜股份有限公司,台北市中山區,2年以上,專科,增進團隊價值。5.     有部份工作會使用帳單開發軟體流程設定(公司提供在職教育訓練)【主要技能】1.	Python2.	Django3.	REST or RPC concept【加分條件】1.	Git2.,"月薪50,000元以上",https://www.104.com.tw/job/6np0g?jobsource=jolist_b_relevance,12/20,2022-01-11
Python後端開發工程師 (Python Backend Engineer) - 小樹生活圈,霖園關係企業_神坊資訊股份有限公司,台北市信義區,2年以上,大學,"-----------【必備條件】------------1. 2 年以上 Python 後端應用的開發經驗。2. 有 Django, Flask 或其他後端框架的開發經驗。3. 熟悉程式碼版本控制工具，例如 Git。4. 至少熟悉一套",,https://www.104.com.tw/job/7f5jf?jobsource=jolist_b_relevance,1/05,2022-01-11
(後台系統開發)python軟體工程師,紅石資訊有限公司,台北市中山區,經歷不拘,專科,幫助他人共同進步 任職要求1. 3年以上Python開發經驗2. 1年以上運維相關工作經驗3. 有RESTful API 設計及實作經驗4. 精通Django、Django Rest Framework、Flask框架5. 熟悉,"月薪60,000元以上",https://www.104.com.tw/job/7288s?jobsource=jolist_b_relevance,1/10,2022-01-11
<年後上班> Quality Assurance Engineer (Python) / 自動化測試工程師,智雲資訊服務有限公司,台北市松山區,經歷不拘,專科,・使用Python具開發及使用自動化測試・熟悉各種壓力測試方法及工具，協助找出效能瓶頸・能迅速理解並熟悉系統架構，分析出需測試之項目▋可選技能：・具平台企劃、溝通協調及整合能力，需與網頁設計及程式設計配合・能自主分析與主動提出想法，,,https://www.104.com.tw/job/7ar21?jobsource=jolist_b_relevance,1/06,2022-01-11
Python資深後端系統工程師,紅門互動股份有限公司,台北市松山區,3年以上,專科,"參與產品架構設計、開發並持續優化系統、重構、功能迭代，提供更好的服務體驗及系統品質。開發團隊導入持續開發與持續優化並重視團隊協作溝通與敏捷開發。3年 python程式語言開發, 熟練操作 Unix/Linux操作系統RESTful API","月薪60,000~80,000元",https://www.104.com.tw/job/6xtfl?jobsource=jolist_b_relevance,1/04,2022-01-11
Java/Python/Go 大數據平台工程師,艾得基客行銷顧問股份有限公司,台北市大安區,1年以上,大學,Java/Python/Go 大數據平台工程師adGeek艾得基客是一家專注於網路廣告優化及行銷整合的互聯網公司。目前我們團隊處於高速開發產品的時間，產品的功能相當多，可以玩與嚐試的東西很多，特別是架構面的東西，如消息隊列、大數據架構、設計模,,https://www.104.com.tw/job/6j2dn?jobsource=jolist_b_relevance,1/10,2022-01-11
Java / Python 軟體工程師 (大數據),PChome Online_網路家庭國際資訊(股)公司,台北市大安區,2年以上,大學,或 Python 程式語言3.熟悉分散式架構相關知識。例如 Spark、Hadoop4.熟悉關聯式資料庫的運用。例如 MySQL5.熟悉 Linux 系統指令,,https://www.104.com.tw/job/75kom?jobsource=jolist_b_relevance,1/10,2022-01-11
資深軟體工程師 (Python),美商連科股份有限公司,台北市內湖區,7年以上,碩士,待遇：9萬~13.5萬 * 14個月職缺：Senior Python Developer 1人 (Fullstack or Platform)Join us in building the best e-commerce SaaS,"月薪90,000~135,000元",https://www.104.com.tw/job/5p5ft?jobsource=jolist_b_relevance,1/04,2022-01-11
資深軟體工程師 (Python),美商連科股份有限公司,台北市內湖區,7年以上,碩士,待遇：9萬~13.5萬 * 14個月職缺：Senior Python Developer 1人 (Fullstack or Platform)Join us in building the best e-commerce SaaS,"月薪90,000~135,000元",https://www.104.com.tw/job/5p5ft?jobsource=jolist_a_relevance,1/04,2022-01-11
資安軟體研發工程師(Python),數聯資安股份有限公司,台北市內湖區,1年以上,專科,我們是遠傳電信的子公司，主要業務為提供客戶資訊安全產品及服務本項職務主要是配合公司資安服務自動化與系統產品的整合，工作項目包含：1. 資安系統及開源工具整合(Python或其他語言)。2. 外部商業系統研究與API整合作業。3. 相關開源,"月薪45,000~70,000元",https://www.104.com.tw/job/6qcwt?jobsource=jolist_a_relevance,1/04,2022-01-11
Developer 開發工程師 (Python),紐奧谷科技股份有限公司,台北市內湖區,2年以上,大學,[工作內容]1. 負責Python項目基礎框架設計及構建2. 邏輯及演算法開發，執行需求分析和功能設計3. 具備獨立開發能力、邏輯分析能力、解決問題能力[條件要求]1. 二年以上系統/後端開發經驗2. 熟悉Python3. 熟悉,,https://www.104.com.tw/job/78o4v?jobsource=jolist_a_relevance,1/04,2022-01-11
C語言/python 軟體開發工程師 (資深工程師),神盾股份有限公司,台北市內湖區,經歷不拘,大學,1. 開發 影像處理/辨識 數據分析工具。2. 撰寫跨平台 (Linux/Windows/Android) C 語言程式。,,https://www.104.com.tw/job/6xl3j?jobsource=jolist_a_relevance,12/03,2022-01-11
"(資深)全端開發工程師 (Senior) Full-Stack Engineer, Python",威旭資訊有限公司,台北市中正區,3年以上,大學,。・設計系統架構與規格文件。・建立系統測試與驗證計畫。・獨立承擔系統開發與維護。【專業能力需求】・三年(含)以上的後端開發經驗，Python為主。・二年(含)以上的前端開發經驗，Vue或React。・具備Django/Flask/,,https://www.104.com.tw/job/7h64p?jobsource=jolist_a_relevance,1/10,2022-01-11
AI軟體工程師(Python)-視覺事業處(VBU),所羅門股份有限公司,台北市內湖區,經歷不拘,大學,開發前瞻人機互動系統，運用最新的深度學習和機器學習算法，圖像識別，瑕疵檢測。工作要求:1.良好的程式設計能力，至少熟悉一種主流程式設計語言(C#/C++/Python等)2.掌握機器學習/深度學習等相關知識，有該領域演算法的研究或開發經驗,,https://www.104.com.tw/job/3rtvw?jobsource=jolist_a_relevance,1/03,2022-01-11
RD20400 Python軟體工程師 (智慧製造),華碩電腦股份有限公司,台北市北投區,2年以上,大學,"工作內容•	智慧職安預測系統的地端系統維運與開發•	依據專案需求，設計及實作軟體架構•	技術評估討論和規劃開發時程條件要求•	2年以上Python開發經驗•	熟悉Python, C/C++程式語言•	熟悉Git版本",,https://www.104.com.tw/job/7e5gs?jobsource=jolist_a_relevance,12/30,2022-01-11
軟體工程師 (Software Engineer - Python),"替您錄科技股份有限公司(TGC Taiwan, Inc.)",台北市松山區,2年以上,專科,1：使用 GCP、AWS 資料處理及資料儲存工具。2：Service 資料流處理、業務應用資料表建立及維運。工作環境程式語言：Python、Go、ShellScript使用環境：GCP、AWS、IDC系統：Linux,"月薪58,000~88,000元",https://www.104.com.tw/job/7dscw?jobsource=jolist_a_relevance,1/05,2022-01-11
"軟體 工程師 (Java, Python, LabVIEW) - 台北或新竹",動力安全資訊股份有限公司,台北市內湖區,經歷不拘,大學,[About the Job]IoT物連網是甚麼？智慧建築(Smart Building)、智慧製造(Smart Factory)、智慧機房(Smart Data Center)等熱門新興產業，到底在做甚麼？在動力安全，你將會找到答案。在動力安全，我們帶領企業客戶邁向以軟體整合應用(Software Defined)為基礎的智慧化轉型（智慧建築、智慧機房、智慧製造、物聯網與工業4.0）。協助客戶提高安全與效率，增強在國際上的競爭能力。若你對智慧產業及IoT物連網有興趣，以及對寫軟體程式、學習新技術充滿熱忱，歡迎你加入動力安全的行列。[Role and Responsibilities]  - 設計開發智慧化的應用軟體系統- 編寫軟體規格文件，測試計劃等- 需與其它部門協同合作,"月薪32,000元以上",https://www.104.com.tw/job/44234?jobsource=jolist_a_relevance,1/04,2022-01-11
Python Software Engineer,保誠人壽保險股份有限公司_總公司,台北市信義區,1年以上,大學,We are looking for a Python Developer to join our application team and help us develop and maintain various system. We are,,https://www.104.com.tw/job/7ceaz?jobsource=jolist_a_relevance,1/03,2022-01-11
【擴編徵才】資訊系統工程師,寀奕國際股份有限公司,台北市內湖區,1年以上,大學,1.	集團關係企業Odoo ERP系統導入與維護2.	Odoo ERP客製開發3.	運用Python協助作業自動化改善,"月薪35,000元以上",https://www.104.com.tw/job/7bgge?jobsource=jolist_a_relevance,1/05,2022-01-11
Python 後端工程師,蓋特資訊系統股份有限公司,台北市中正區,2年以上,學歷不拘,"Requirements：1. 數據採集與清洗，內容包含ETL與爬蟲且需要對數據質量管控（準確性、完整性、一致性、有效性）。2. 系統測試與程式測試，內容包含服務的整個生命週期的測試（需要white box/白箱/白盒測試、數據測試、專項測試輸出、效果評測、web佈署、服務上線後的監控）。3. 有基本的DB知識，需要能使用RDB與常見的NoSQL DB。4. 有自動化測試經驗（使用語言不限）。其中1.和2.至少有其中一項能夠滿足條件。Nice to have：* 熟悉分散式工具或架構，如Flume, Scribe, Kafka, Hadoop, Spark。* 能夠優化DB效能者佳，DB因為種類繁多，可針對幾種說明優化和使用經驗。* 熟悉標注軟體，因為有可能要協協助自動化標籤。* 能設計或規劃測試流程和方法，熟悉多樣測試平台或測試工具為佳（例如：QTP, Selenium, Appium, Jmeter, Aion, Applitools, Appvance IQ, Test.ai, Eggplant, Mabl, ReTest, Sauce Labs....）。","月薪50,000元以上",https://www.104.com.tw/job/6vdrl?jobsource=jolist_a_relevance,1/06,2022-01-11
專案全端工程師（偏前端）React & Python,英屬開曼群島商萬里雲互聯股份有限公司台灣分公司,台北市信義區,2年以上,大學,"相關經驗加分項目：- 具備Python後端程式開發經驗- 具備Jest的實務經驗- 具備串接 RESTful API的實務經驗- 具備CI / CD的相關知識- 具備node.js, websocket, OAuth和 jwt的相關知",,https://www.104.com.tw/job/6u37f?jobsource=jolist_a_relevance,1/09,2022-01-11
資深後端系統工程師 (Python),美商美創資通股份有限公司台灣分公司,台北市中山區,5年以上,大學,工作內容・負責後端服務開發、設計與維護。・協助進行平台整合，編寫相關技術開發文件。・與前端工程師及設計師合作，評估、規劃並實作操作直覺流暢系統。・協助優化系統性能與除錯。需求技能・三年以上使用Python開發經驗。・熟悉,,https://www.104.com.tw/job/4mfzt?jobsource=jolist_a_relevance,1/06,2022-01-11
【資訊】Backend 後端開發工程師 ( Python / Java / C# .NET),將來商業銀行股份有限公司,台北市大安區,3年以上,大學,• 協助解決與提供業務端的可行的技術服務方案 • 協助產品 、UI/UX 團隊討論服務流程與技術的可行性，找出解決方法 • 與前端討論、定義並開發系統的 API 的資料格式 與 傳遞方式 • 負責服務的後端需求與程式邏輯流程開發、資料庫設計 • 與 SRE 團隊一同找出效能瓶頸並持續精進和優化服務 • 與 QA 團隊一同參與測試並不斷提升服務產品的 Robust 可靠與強韌性 • 負責與 DevOps 團隊討論、定義與找出完善服務系統的部署與持續整合流程 • 找出最有趣、屬於「將來」的工作模式、一同參與制定產品的服務技術走向與技術團隊文化,,https://www.104.com.tw/job/6s64x?jobsource=jolist_a_relevance,12/14,2022-01-11
【RD】Python應用系統開發工程師,宏碁雲架構服務股份有限公司,台北市信義區,2年以上,大學,宏碁雲架構服務股份有限公司主要提供企業專業的電子化資訊管理服務，除已整合機房、系統、網路、資安之維運管理能力外，隨著雲端服務隨取即用的需求及巨量資料各種應用的崛起，宏碁雲架構也持續自行開發了各種服務解決方案。期待具備應用系統開發經驗的人才加入，以專業知識、積極態度及良好的邏輯思考能力，未來持續往雲端產品研究與開發方向發展，並持續培養、提升專業能力，學習與時俱進的技術。因應業務成長需求，規劃聘僱人員工作職務如下：1. 執行開發及整合公司內部所需應用系統及對外銷售產品研發。2. 規劃所負責產品(流程管理平台)的系統分析與系統設計。3. 處理所負責產品(流程管理平台)專案之系統建置、需求執行與問題處理,,https://www.104.com.tw/job/7hujb?jobsource=jolist_a_relevance,1/10,2022-01-11
(16A6)Python自動化軟體開發工程師-南港,神準科技股份有限公司,台北市南港區,3年以上,大學,"1. 產品自動化驗證相關技術研究，驗証工具開發2. 建置和維護自動化平台3. 依據規格要求進行程式規劃及設計程式語言以Python為主,Shell script 為輔加分非必要1.了解基本網路通訊協定2.了解C, Python,",,https://www.104.com.tw/job/75rd8?jobsource=jolist_a_relevance,1/03,2022-01-11
資深軟體工程師 (Python),先鋒網絡服務有限公司,台北市大安區,3年以上,專科,【關於團隊】- 我們樂於互相分享，也樂於互相學習- 我們有主動發現問題，主動解決問題的特質- 我們正在尋找具備自主學習能力的軟體工程師，並樂於以創新的思維及樂觀積極的態度面對挑戰，歡迎您成為團隊一份子！【職務內容】1、 負責數據外採系統的設計、開發和維護；開發數據外採任務，調度爬蟲任務，實現高並發的數據爬取。2. 負責解決數據外採過程中的時效性，以及各類反爬問題，包含驗證碼的識別，JS/APP加密的繞過等。3. 負責運維數據外採任務，監控任務進度，處理任務預警及異常。4. 參與外採數據的清洗，加工，標籤化等數據處理工作和數據服務接口的開發工作。【其他】1、通過試用期後將視個人表現調整薪資。2、工程師彈性上下班時間為09:00-09:30~18:00-18:30,,https://www.104.com.tw/job/7fcy3?jobsource=jolist_a_relevance,1/05,2022-01-11
Python程式線上直播課程講師,聯成電腦有限公司(聯成電腦/聯成外語),台北市大安區,2年以上,專科,目前我們正在招募菜鳥救星線上直播程式講師，希望對直播程式教學有熱情，喜歡在直播教室線上和學員互動，舉辦實體Workshop技術交流會。職務說明： 主要教授Python程式語言，運用在量化投資、量化分析領域。配合度高可長期授課，授課專業能力佳,"時薪400~1,000元",https://www.104.com.tw/job/6nu69?jobsource=jolist_a_relevance,1/10,2022-01-11
Software QA Engineer 軟體品管,荷蘭商萊博智科技股份有限公司台灣分公司,台北市信義區,經歷不拘,專科,"In this role on the SQA team, you will need to think both technically and creatively to find undiscovered flaws and exploits in our product, and then collaborate effectively with teammates and developers to analyze and fix them.Responsibilities: •	Writing test cases•	Setting up test environments and executing tests (functional, performance, load, scalability, security)•	Bug isolation and investigation•	Regression testing•	Writing automation script•	Load & stress testing (JMeter, LoadRunner, isolating bottlenecks)",,https://www.104.com.tw/job/74h23?jobsource=jolist_a_relevance,1/10,2022-01-11
【iKala Cloud】資深軟體工程師 (Python) Senior Software Engineer (Python),愛卡拉互動媒體股份有限公司,台北市信義區,3年以上,大學,"試技巧。2. 熟悉 web services 前後端開發 (Python, React)。3. 熟悉 Git、Linux。4. 良好的表達及溝通能力，能與團隊緊密合作。5. 流暢的英文讀寫能力。　　【加分條件】1. 具程式開發或系統維",,https://www.104.com.tw/job/7hdkv?jobsource=jolist_b_relevance,1/07,2022-01-11
Entry Level Derivatives Trader,豐豫投資有限公司,台北市信義區,經歷不拘,大學,analysis skills are a plus- Advanced degrees preferred- Familiarity with Python or other programming languages strongly,,https://www.104.com.tw/job/76hox?jobsource=jolist_b_relevance,1/11,2022-01-11
AI專案工讀生,萬達人工智慧科技股份有限公司,台北市松山區,經歷不拘,專科,Python語言，運用Python解決數據的轉換、分群、組合等數據處理需求。,時薪168元,https://www.104.com.tw/job/7hv7s?jobsource=jolist_b_relevance,1/07,2022-01-11
測試開發工程師,綠界科技股份有限公司,台北市南港區,經歷不拘,專科,1.撰寫測試計畫2.撰寫測試案例3.撰寫自動化測試程式4.驗証自動化測試結果,"月薪40,000~55,000元",https://www.104.com.tw/job/7hqhr?jobsource=jolist_b_relevance,1/07,2022-01-11
量化分析_副研究員,台灣經濟新報文化事業股份有限公司,台北市信義區,1年以上,碩士,1. 財金資料處理及分析2. 信用風險量化分析3. 信用風險模型建立※ 熟悉 Python軟體 及 機器學習 尤佳。※ 具備 日語能力 佳。,,https://www.104.com.tw/job/7frxn?jobsource=jolist_b_relevance,1/06,2022-01-11
QA遊戲測試工程師,代碼科技有限公司,台北市信義區,經歷不拘,高中,1.具備自動化遊戲測試經驗，並熟悉各類產品邏輯與遊戲規則 (Python/Selenium IDE/Robot Framework)。2.分配組員撰寫測試腳本並透過Bug Tracker回報測試結果。3.具備H5、APP、IOS測試經驗。4,,https://www.104.com.tw/job/6x7pl?jobsource=jolist_b_relevance,1/05,2022-01-11
Software Engineer (Annual salary: NT$1.2M+),"Kloudless, A Netskope Company_科迪股份有限公司",台北市信義區,2年以上,大學,• 良好的職場英文口語表達與寫作能力★ 必備條件:• 二年以上軟體實務開發經驗者，或有碩士資訊科學相關學位• 有程式審查、測試、文件撰寫經驗並曾歷經軟體開發流程，如Scrum和Kanban• 熟悉任一語言(Python、,"年薪1,200,000元以上",https://www.104.com.tw/job/5hirt?jobsource=jolist_b_relevance,1/11,2022-01-11
Software QA Engineer 軟體品管,荷蘭商萊博智科技股份有限公司台灣分公司,台北市信義區,經歷不拘,專科,"In this role on the SQA team, you will need to think both technically and creatively to find undiscovered flaws and exploits in our product, and then collaborate effectively with teammates and developers to analyze and fix them.Responsibilities: •	Writing test cases•	Setting up test environments and executing tests (functional, performance, load, scalability, security)•	Bug isolation and investigation•	Regression testing•	Writing automation script•	Load & stress testing (JMeter, LoadRunner, isolating bottlenecks)",,https://www.104.com.tw/job/74h23?jobsource=jolist_b_relevance,1/10,2022-01-11
Devops,創昇資訊有限公司,台北市松山區,2年以上,專科,1. 監控與維運系統規劃與開發 (Python)2. 開發運維工具與平台、對接API、工具腳本編寫3. 優化服務架構、調校穩定度、提高性能、排查問題、解決問題4. 系統開發、發佈、部署、調優、監控、日誌等流程優化與實作5. 針對需求提出具,,https://www.104.com.tw/job/7g8bx?jobsource=jolist_b_relevance,1/10,2022-01-11
後端工程師,昱峰智能大數據科技股份有限公司,台北市信義區,經歷不拘,學歷不拘,Backend 基本要求：- 資訊相關科系大學以上學歷、至少1年的後端Web開發經驗- 熟悉Python語言以及常用的類庫，有Web研發相關知識，熟悉至少一個Python Web框架(如Flask/Django/tornado)- 熟,"月薪30,000~100,000元",https://www.104.com.tw/job/5x0lo?jobsource=jolist_b_relevance,1/06,2022-01-11
【視訊面談年後轉職】資訊_資深Python工程師（Senior Python Programmer）,中信金控_台灣人壽保險股份有限公司,台北市南港區,3年以上,大學,"工作內容：1. 設計、開發、維護 可重用,有效率的程式碼2. 專案問題修正與開發新功能3. 規劃執行軟體架構及模組之設計工作技能與條件：1. 三年(含以上)Python開發經驗。2. 具備 Flask Framework使用經驗。",,https://www.104.com.tw/job/77drj?jobsource=jolist_b_relevance,1/07,2022-01-11
Python AI 技能教學講師-台北,貝登堡國際股份有限公司,台北市大安區,經歷不拘,專科,com/channel/UCE03X676xP1-YL5uealCXNg/videos1. 熟悉Python2.AI人工智慧相關案例3.APCS Python 認證尤佳 4.有教學相關經驗尤佳。 5.機器人、程式課程教學、課程活動設計、,"時薪400~1,600元",https://www.104.com.tw/job/7gfpc?jobsource=jolist_b_relevance,1/10,2022-01-11
RD20317 機器學習軟體工程師,華碩電腦股份有限公司,台北市北投區,經歷不拘,碩士,1.透過機器學習與大數據，進行企業內部各類資料分析及問題偵測2.運用演算法建立模型及優化，機器深度學習3.企業內部應用軟體專案計畫開發4.依據專案運用演算法解決企業內部資訊相關議題5.熟悉 Python 程式語言6. 熟悉統計,,https://www.104.com.tw/job/7d7vp?jobsource=jolist_b_relevance,11/09,2022-01-11
AI_資料科學顧問專家長期合作(兼職),聯成數網股份有限公司,台北市大同區,經歷不拘,大學,)- 熟悉Python 與Python相關的資料科學、scikit-learn等函式庫；熟悉Anaconda / Google Colab 開發環境。- 熟悉資料特徵工程、資料預處理技術，有實際處理過大規模資料集的資料前處理經驗- 熟悉,,https://www.104.com.tw/job/6z44g?jobsource=jolist_b_relevance,1/10,2022-01-11
Data Engineer 數據工程師(台北總公司),山富國際旅行社股份有限公司,台北市中山區,1年以上,大學,"主要工作:1.	設計數據流(Data Pipeline)從資料庫、API中取得及彙整資料2.	依據商業需求完成自動化報表及數據視覺化3.	透過統計或建模回答/解決商業問題主要使用工具: Python, SQL","月薪40,000元以上",https://www.104.com.tw/job/73ifb?jobsource=jolist_b_relevance,1/10,2022-01-11
【可年後上班】測試工程師,雲策數據有限公司,台北市內湖區,2年以上,專科,我們是一支 scrum團隊，透明溝通是最基本，也是我們最重視的，我們厭惡辦公室政治，希望提供給員工最好的辦公氣氛。 技術方面，在現有應用的技術外，我們鼓勵工程師探索新技術及工具，並在加以研究後進行技術選型和導入應用，之外我們不定期會有技術分享或讀書會來讓彼此學習及茁壯。在團隊中你會負責：•	了解產品功能規格並與團隊確認測試需求•	負責專案相關的測試需求分析、測試用例設計•	負責專案進行相關測試，並對Bug生命週期進行追蹤回饋•	與負責人緊密合作，控管產品品質，不斷優化產品和工作流程【工作技能】•	功能測試(function test)、使用者測試(Usability test)、問題追蹤處理(Bug tracking)、測試計劃及測試報告書撰寫,,https://www.104.com.tw/job/7gkzt?jobsource=jolist_b_relevance,1/11,2022-01-11
Trading Analyst/Junior Trader,薩摩亞商幣盛德富科技股份有限公司台灣分公司,台北市信義區,2年以上,大學,【工作內容】◆ 協助處理例行交易事務(帳務、監控)◆ 協助套利交易相關研究◆ 協助造市交易相關研究◆ 協助DeFi市場分析【必要條件】◆ 熟悉Python、資料分析相關套件 (Pandas、Numpy)◆ 熟悉requests,,https://www.104.com.tw/job/7hn56?jobsource=jolist_b_relevance,1/07,2022-01-11
系統軟體工程師 /Software engineer,荷蘭商萊博智科技股份有限公司台灣分公司,台北市南港區,經歷不拘,專科,"Job Description:-	Develop, debug, maintain automation test codes and tools with Python, CQualification:-	Familiarity",,https://www.104.com.tw/job/7f6ff?jobsource=jolist_b_relevance,1/10,2022-01-11
【Senior Backend Engineer】資深Python後端工程師,囿宇資訊有限公司,台北市內湖區,經歷不拘,高中,"///產品非博弈///【職務需求】1. 維護現有後台管理系統的穩定性並獨立開發新的系統。2. 能規畫專案排程並能把握專案整體進展，專案問題跟進及協調。3. 專案技術方案的制定、介面簡單原型圖的設計。4. 分享技術和經驗, 幫助他人共同進步。5. 精通Flask框架(Django、Django Rest Framework為加分項)。6. 熟悉Linux作業系統、TCP/IP、HTTP等常見協議。7. 熟悉MySQL、PostgreSQL、Redis、RabbitMQ使用。8. 熟悉Git、Jenkins、Ansilbe、Saltstack等工具使用。【工作內容】(非博弈產品)1、參與影音平台服務端功能設計與開發。2、新專案主力開發，選擇合適的技術框架，按產品需求從無到有開發一款產品。3、協助優化服務端性能與穩定性。4、搜尋排序系統開發優化。5、負責後端服務的開發、設計、與維護。 6、協助規劃系統架構與模組設計。 7、協助優化系統性能與除錯。 8、協助研發軟體新技術與新工具。9、開發公司內部系統、RESTful API。10、整合異質系統、資料串接。11、資料庫建置與維護。","月薪90,000~130,000元",https://www.104.com.tw/job/7dr0z?jobsource=jolist_b_relevance,1/03,2022-01-11
"Software Development Engineer (C/C++, Linux) 軟體開發工程師 - Taipei (Req: 4361)",美商Fortinet_英屬蓋曼群島商防特網股份有限公司台灣分公司,台北市內湖區,5年以上,專科,"Perl, Bash, Laravel, PHP, Node.js, Python, etc.)2. Based on DUT (Device Under Test) specifications, analyze test needs and",,https://www.104.com.tw/job/3omui?jobsource=jolist_b_relevance,1/05,2022-01-11
Software Engineer in Test,羅傑斯人工智能股份有限公司,台北市大同區,1年以上,大學,- 了解軟體架構，根據架構及產品規格，設計測試計畫- 撰寫測試腳本，驗證軟體運作的正確性及穩定性- 建立自動測試流程基本需求：- 熟悉 Git 版本控制與協作- 熟悉 Python- 了解 Restful API- 了解 SQL,,https://www.104.com.tw/job/7em2w?jobsource=jolist_a_relevance,12/22,2022-01-11
QA遊戲測試工程師,代碼科技有限公司,台北市信義區,經歷不拘,高中,1.具備自動化遊戲測試經驗，並熟悉各類產品邏輯與遊戲規則 (Python/Selenium IDE/Robot Framework)。2.分配組員撰寫測試腳本並透過Bug Tracker回報測試結果。3.具備H5、APP、IOS測試經驗。4,,https://www.104.com.tw/job/6x7pl?jobsource=jolist_a_relevance,1/05,2022-01-11
台北總公司 全職 行銷部 CRM資料分析副理/ 資深專員   CRM Data Associate Manager/ Sr. Data Analyst,法商家樂福總公司_家福股份有限公司,台北市北投區,3年以上,大學,analysis (ii) Member list exportation and (iii) Member campaign creation• 使用SQL語法進行資料處理，並結合Python或R語言做會員分群、RFM模型等更深入分析 Use SQL,,https://www.104.com.tw/job/6wdap?jobsource=jolist_a_relevance,12/30,2022-01-11
Software Engineer (Annual salary: NT$1.2M+),"Kloudless, A Netskope Company_科迪股份有限公司",台北市信義區,2年以上,大學,• 良好的職場英文口語表達與寫作能力★ 必備條件:• 二年以上軟體實務開發經驗者，或有碩士資訊科學相關學位• 有程式審查、測試、文件撰寫經驗並曾歷經軟體開發流程，如Scrum和Kanban• 熟悉任一語言(Python、,"年薪1,200,000元以上",https://www.104.com.tw/job/5hirt?jobsource=jolist_a_relevance,1/11,2022-01-11
AI/機器學習研發工程師,杰倫智能科技股份有限公司,台北市信義區,經歷不拘,專科,式運算、叢集運算有基礎概念4. 分析結果可視化與解釋能力的相關經驗5. Python開發能力6. 良好的團隊合作與溝通能力,"月薪32,000~48,000元",https://www.104.com.tw/job/7015h?jobsource=jolist_a_relevance,1/05,2022-01-11
AI_資料科學顧問專家長期合作(兼職),聯成數網股份有限公司,台北市大同區,經歷不拘,大學,)- 熟悉Python 與Python相關的資料科學、scikit-learn等函式庫；熟悉Anaconda / Google Colab 開發環境。- 熟悉資料特徵工程、資料預處理技術，有實際處理過大規模資料集的資料前處理經驗- 熟悉,,https://www.104.com.tw/job/6z44g?jobsource=jolist_a_relevance,1/10,2022-01-11
4H新光金控_客群經營分析師,新光金融控股股份有限公司(新光金控/新光人壽/新光銀行/新光投信),台北市中正區,3年以上,大學,習方法，並曾用於客戶分析場景，例如分類分群、推薦、流失率預測等。3. 具有編程技能，例如Python或R且SQL操作熟練。4. 需熟悉任一BI可視化工具，例如Tableau，Power BI或Superset。5. 注重細節的團隊合作者，具有,,https://www.104.com.tw/job/6y98y?jobsource=jolist_a_relevance,12/23,2022-01-11
【可年後上班】測試工程師,雲策數據有限公司,台北市內湖區,2年以上,專科,我們是一支 scrum團隊，透明溝通是最基本，也是我們最重視的，我們厭惡辦公室政治，希望提供給員工最好的辦公氣氛。 技術方面，在現有應用的技術外，我們鼓勵工程師探索新技術及工具，並在加以研究後進行技術選型和導入應用，之外我們不定期會有技術分享或讀書會來讓彼此學習及茁壯。在團隊中你會負責：•	了解產品功能規格並與團隊確認測試需求•	負責專案相關的測試需求分析、測試用例設計•	負責專案進行相關測試，並對Bug生命週期進行追蹤回饋•	與負責人緊密合作，控管產品品質，不斷優化產品和工作流程【工作技能】•	功能測試(function test)、使用者測試(Usability test)、問題追蹤處理(Bug tracking)、測試計劃及測試報告書撰寫,,https://www.104.com.tw/job/7gkzt?jobsource=jolist_a_relevance,1/11,2022-01-11
產業分析師,畢卡所顧問有限公司,台北市中山區,1年以上,學歷不拘,1. 針對區塊鍊產業、商業模式或技術項目，蒐集相關資料釐清其關鍵指標，進行現況說明與趨勢分析；並結合產業環境，提供相關具洞見的分析報告。2. 使用統計工具進行產業分析3. 組織以分析報告為基礎的內部各層級訊息,,https://www.104.com.tw/job/7fyvv?jobsource=jolist_a_relevance,1/11,2022-01-11
Entry Level Derivatives Trader,豐豫投資有限公司,台北市信義區,經歷不拘,大學,analysis skills are a plus- Advanced degrees preferred- Familiarity with Python or other programming languages strongly,,https://www.104.com.tw/job/76hox?jobsource=jolist_a_relevance,1/11,2022-01-11
網站可靠性工程師(自動化開發),強勝有限公司,台北市內湖區,3年以上,高中,#基本條件•Python 實務開發經驗•具有 Terraform、Ansible、Chef、Puppet、Shell script，PowerShell 等自動化佈署腳本撰寫能力•瞭解與使用 Nginx / Apache / JMeter,,https://www.104.com.tw/job/79jnt?jobsource=jolist_a_relevance,1/11,2022-01-11
軟體工程師(75),凌群電腦股份有限公司,台北市萬華區,經歷不拘,大學,規劃、建置、導入公司自有研發產品以及代理之國外軟體軟體性質為雲端運算自動化、系統監控管理、資訊服務管理等軟體，會接觸到各式各樣的IT設備以及軟體。此職缺經常會使用到Python整合IT相關設備，以及Script撰寫和Linux操作。,"月薪28,000~50,000元",https://www.104.com.tw/job/72ocz?jobsource=jolist_a_relevance,1/10,2022-01-11
